Id,Type,Zoning Class,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Nbhd,Location Condition,Bldg Type,House Style,OvQual,Overall Cond,Built,Year Remod Add,Roof Style,Roof Material,Exterior Primary,Masonry/Veneer,Masonry/Veneer Area,Exterior Qual,Exterior Cond,Foundation,Basement Height,Basement Cond,Basement Exposure,Basement Finish,Basement Finished Area,Basement Unfinished Area,Basement Area,Heating Qual,CentralAir,Electrical,1st Floor Area,2nd Floor Area,Living Area Above Grade,Basement Full Baths,Basement Half baths,Full Baths Above Grade,Half Baths Above Grade,Bedrooms Above Grade,Kitchens Above Grade,Kitchen Qual,Total Rooms Above Grade,Functionality,Fireplaces,Fireplce Qual,Garage Type,Garage Yr Built,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck Area,Open Porch Area,Enclosed Porch Area,3 Season Porch Area,Screen Porch Area,Pool Area,Pool Qual,Fence,Sale Type,Sale Condition,Sale Price
924,1 STORY PUD,Resid Low Density,50,8012,NA,Regular,Level,Inside lot,Gentle,Sawyer West,Normal,Townhouse End Unit,1 story,6,5,1993,1994,Gable,Composite Shingle,Plywood,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Low Quality,165,598,1604,Excellent,Y,Standard Circuit Breakers & Romex,1617,0,1617,1,0,2,0,2,1,Good,5,Typical Functionality,1,Fair,Attached to home,1993,Rough Finished,2,533,Average,Average,Paved ,0,69,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,193000
925,1-STORY 1946 & NEWER,Resid Low Density,79,10240,NA,Regular,Level,Inside lot,Gentle,Northwest Ames,Normal,1-family Detached,1 story,6,6,1980,1980,Gable,Composite Shingle,Plywood,Brick Face,157,Average,Good,Cinder Block,"Good (90-99"")",Average,No Exposure,Below Avg Living Quarters,625,0,1686,Average,Y,Standard Circuit Breakers & Romex,1686,0,1686,1,0,2,0,3,1,Average,7,Typical Functionality,1,Average,Attached to home,1980,Unfinished,2,612,Average,Average,Paved ,384,131,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,207500
926,1-STORY 1946 & NEWER,Resid Low Density,NA,15611,NA,Slightly irregular,Level,Corner lot,Gentle,Northwest Ames,Normal,1-family Detached,1 story,5,6,1977,1977,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Avg Living Quarters,767,266,1126,Average,Y,Standard Circuit Breakers & Romex,1126,0,1126,0,1,2,0,3,1,Excellent,6,Typical Functionality,0,No Fireplace,Attached to home,1977,Rough Finished,2,540,Average,Average,Paved ,180,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",175000
927,2-STORY 1946 & NEWER,Resid Low Density,93,11999,NA,Regular,Level,Inside lot,Gentle,Northridge Heights,Normal,1-family Detached,2 story,8,5,2003,2004,Hip,Composite Shingle,Vinyl Siding,Brick Face,340,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,1181,1181,Excellent,Y,Standard Circuit Breakers & Romex,1234,1140,2374,0,0,2,1,4,1,Excellent,10,Typical Functionality,1,Good,Built-In (Garage with Room),2003,Finished,3,656,Average,Average,Paved ,104,100,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,285000
928,2-STORY 1946 & NEWER,Resid Low Density,NA,9900,NA,Regular,Level,Inside lot,Gentle,Northwest Ames,Adjacent Feeder St,1-family Detached,2 story,7,5,1968,1968,Gable,Composite Shingle,Metal Siding,Brick Face,342,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,552,280,832,Good,Y,Standard Circuit Breakers & Romex,1098,880,1978,0,0,2,1,4,1,Average,9,Typical Functionality,1,Good,Attached to home,1968,Rough Finished,2,486,Average,Average,Paved ,0,43,0,0,0,0,No Pool,Good Privacy,Warranty Deed - Conventional,Normal Sale,176000
929,1-STORY 1946 & NEWER,Resid Low Density,NA,11838,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,1 story,8,5,2001,2001,Hip,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Unfinshed,0,1753,1753,Excellent,Y,Standard Circuit Breakers & Romex,1788,0,1788,0,0,2,0,3,1,Excellent,7,Typical Functionality,1,Average,Attached to home,2001,Rough Finished,2,522,Average,Average,Paved ,202,151,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,236500
930,2-STORY 1946 & NEWER,Resid Low Density,NA,13006,NA,Slightly irregular,Level,Corner lot,Gentle,Gilbert,Normal,1-family Detached,2 story,7,5,1997,1997,Gable,Composite Shingle,Hard Board,Brick Face,285,Average,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Unfinshed,0,964,964,Good,Y,Standard Circuit Breakers & Romex,993,1243,2236,0,0,2,1,4,1,Good,8,Typical Functionality,1,Average,Built-In (Garage with Room),1997,Finished,2,642,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,222000
931,1-STORY 1946 & NEWER,Resid Low Density,73,8925,NA,Slightly irregular,Hillside,Inside lot,Gentle,Timberland,Normal,1-family Detached,1 story,8,5,2007,2007,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,16,1450,1466,Excellent,Y,Standard Circuit Breakers & Romex,1466,0,1466,0,0,2,0,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to home,2007,Finished,3,610,Average,Average,Paved ,100,18,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,201000
932,1-STORY 1946 & NEWER,Resid Low Density,70,9100,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,5,6,1965,1965,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,338,121,925,Excellent,Y,Standard Circuit Breakers & Romex,925,0,925,0,1,1,0,2,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,1965,Unfinished,1,429,Average,Average,Paved ,0,0,0,0,0,0,No Pool,Good Wood,Warranty Deed - Conventional,Normal Sale,117500
933,1-STORY 1946 & NEWER,Resid Low Density,84,11670,NA,Slightly irregular,Level,Corner lot,Gentle,Somerset,Near Railroad,1-family Detached,1 story,9,5,2006,2006,Hip,Composite Shingle,Vinyl Siding,Stone,302,Excellent,Average,Poured Contrete,"Excellent (100+"")",Good,No Exposure,Unfinshed,0,1905,1905,Excellent,Y,Standard Circuit Breakers & Romex,1905,0,1905,0,0,2,0,3,1,Excellent,8,Typical Functionality,1,Good,Attached to home,2006,Finished,3,788,Average,Average,Paved ,0,191,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,320000
934,1-STORY 1946 & NEWER,Resid Low Density,63,8487,NA,Regular,Level,Frontage on 2 sides,Gentle,College Creek,Normal,1-family Detached,1 story,7,5,2004,2004,Gable,Composite Shingle,Vinyl Siding,Brick Face,210,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,20,1480,1500,Excellent,Y,Standard Circuit Breakers & Romex,1500,0,1500,0,0,2,0,3,1,Good,6,Typical Functionality,0,No Fireplace,Attached to home,2004,Rough Finished,2,570,Average,Average,Paved ,192,36,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,190000
935,1-STORY 1946 & NEWER,Resid Low Density,313,27650,NA,Irregular,Hillside,Inside lot,Moderate,North Ames,Adjacent Pos Feature,1-family Detached,1 story,7,7,1960,2007,Flat,Gravel & Tar,Wood Siding,None,0,Average,Average,Cinder Block,"Good (90-99"")",Average,Good Exposure,Good Living Quarters,425,160,585,Excellent,Y,Standard Circuit Breakers & Romex,2069,0,2069,1,0,2,0,4,1,Good,9,Typical Functionality,1,Good,Attached to home,1960,Rough Finished,2,505,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,242000
936,1-STORY 1945 & OLDER,Resid Low Density,52,5825,NA,Slightly irregular,Level,Inside lot,Gentle,Brookside,Normal,1-family Detached,1 story,4,5,1926,1953,Gable,Composite Shingle,Metal Siding,Brick Face,108,Average,Good,Poured Contrete,"Fair (70-79"")",Average,Min Exposure,Unfinshed,0,600,600,Good,Y,Standard Circuit Breakers & Romex,747,0,747,0,0,1,0,1,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,1953,Unfinished,2,528,Average,Average,Paved ,0,0,32,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,79900
937,1-STORY 1946 & NEWER,Resid Low Density,67,10083,NA,Regular,Level,Inside lot,Gentle,Sawyer West,Normal,1-family Detached,1 story,7,5,2003,2003,Gable,Composite Shingle,Vinyl Siding,#N/A,NA,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,833,343,1176,Excellent,Y,Standard Circuit Breakers & Romex,1200,0,1200,1,0,2,0,2,1,Good,5,Typical Functionality,0,No Fireplace,Attached to home,2003,Rough Finished,2,555,Average,Average,Paved ,0,41,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,184900
938,2-STORY 1946 & NEWER,Resid Low Density,75,9675,NA,Regular,Level,Inside lot,Gentle,Somerset,Normal,1-family Detached,2 story,7,5,2005,2005,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,Min Exposure,Good Living Quarters,341,772,1113,Excellent,Y,Standard Circuit Breakers & Romex,1113,858,1971,0,0,2,1,3,1,Good,8,Typical Functionality,1,Good,Attached to home,2005,Rough Finished,2,689,Average,Average,Paved ,0,48,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,253000
939,2-STORY 1946 & NEWER,Resid Low Density,73,8760,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,2006,2006,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Good,Min Exposure,Good Living Quarters,464,927,1391,Excellent,Y,Standard Circuit Breakers & Romex,1391,571,1962,0,0,2,1,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to home,2006,Rough Finished,3,868,Average,Average,Paved ,0,90,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),239799
940,2-STORY 1945 & OLDER,Resid Low Density,NA,24090,NA,Regular,Level,Inside lot,Gentle,Clear Creek,Normal,1-family Detached,2 story,7,7,1940,1950,Gable,Composite Shingle,Metal Siding,None,0,Average,Good,Cinder Block,"Typical (80-89"")",Average,Min Exposure,Unfinshed,0,1032,1032,Excellent,Y,Standard Circuit Breakers & Romex,1207,1196,2403,0,0,2,0,4,1,Average,10,Typical Functionality,2,Average,Attached to home,1940,Unfinished,1,349,Average,Average,Paved ,56,0,318,0,0,0,No Pool,No Fence,Court Officer Deed/Estate,Normal Sale,244400
941,DUPLEX,Resid Low Density,55,12640,NA,Slightly irregular,Level,Inside lot,Gentle,Mitchell,Normal,Duplex,1 story,6,5,1976,1976,Gable,Composite Shingle,Plywood,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,Good Exposure,Avg Rec Room,936,396,1728,Average,Y,Standard Circuit Breakers & Romex,1728,0,1728,0,0,2,0,4,2,Average,8,Typical Functionality,0,No Fireplace,Attached to home,1976,Unfinished,2,574,Average,Average,Paved ,40,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,150900
942,2-STORY 1946 & NEWER,Resid Low Density,NA,8755,NA,Slightly irregular,Level,Frontage on 2 sides,Gentle,Gilbert,Near Railroad,1-family Detached,2 story,7,5,1999,1999,Gable,Composite Shingle,Vinyl Siding,Brick Face,298,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Avg Living Quarters,772,220,992,Excellent,Y,Standard Circuit Breakers & Romex,1022,1038,2060,1,0,2,1,3,1,Good,8,Typical Functionality,1,Average,Built-In (Garage with Room),1999,Rough Finished,2,390,Average,Average,Paved ,0,0,0,168,0,0,No Pool,Good Privacy,Warranty Deed - Conventional,Normal Sale,214000
944,DUPLEX,Resid Low Density,100,25000,NA,Regular,Depression,Inside lot,Gentle,Mitchell,Normal,Duplex,1 story,5,4,1967,1967,Gable,Composite Shingle,Hard Board,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,Avg Exposure,Unfinshed,0,1632,1632,Average,Y,Standard Circuit Breakers & Romex,1632,0,1632,0,0,2,0,4,2,Average,8,Typical Functionality,0,No Fireplace,Attached to home,1967,Unfinished,2,576,Average,Average,Partial Pavement,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,143000
946,1-1/2 STORY ALL AGES,Resid Med Density,98,8820,NA,Regular,Level,Corner lot,Gentle,Old Town,Normal,1-family Detached,1.5 story: 2nd level fin,5,6,1890,1996,Hip,Composite Shingle,Vinyl Siding,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Low Quality,1088,0,1088,Average,Y,Standard Circuit Breakers & Romex,1188,561,1869,0,0,1,0,2,1,Average,7,Typical Functionality,0,No Fireplace,Detached from home,1963,Unfinished,2,456,Average,Average,Paved ,48,0,244,0,0,0,No Pool,Minimum Wood/Wire,Warranty Deed - Conventional,Normal Sale,124900
947,SPLIT OR MULTI-LEVEL,Resid Low Density,70,8163,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,Split Level,5,6,1959,1959,Gable,Composite Shingle,Hard Board,Brick Face,128,Average,Good,Cinder Block,"Typical (80-89"")",Average,Avg Exposure,Avg Living Quarters,748,102,1144,Average,Y,Standard Circuit Breakers & Romex,1144,0,1144,1,0,1,0,3,1,Average,6,Typical Functionality,1,Average,Attached to home,1959,Rough Finished,1,796,Average,Average,Paved ,86,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,143000
948,1-STORY 1946 & NEWER,Resid Low Density,85,14536,NA,Regular,Level,Inside lot,Gentle,Timberland,Normal,1-family Detached,1 story,8,5,2002,2003,Hip,Composite Shingle,Vinyl Siding,Brick Face,236,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,1300,316,1616,Excellent,Y,Standard Circuit Breakers & Romex,1629,0,1629,1,0,2,0,3,1,Good,9,Typical Functionality,1,Good,Attached to home,2002,Finished,3,808,Average,Average,Paved ,0,252,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,270000
949,2-STORY 1946 & NEWER,Resid Low Density,65,14006,NA,Slightly irregular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,2002,2002,Gable,Composite Shingle,Vinyl Siding,Brick Face,144,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Basement,Unfinshed,0,936,936,Excellent,Y,Standard Circuit Breakers & Romex,936,840,1776,0,0,2,1,3,1,Good,7,Typical Functionality,1,Average,Attached to home,2002,Rough Finished,2,474,Average,Average,Paved ,144,96,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,192500
950,1-STORY 1946 & NEWER,Resid Low Density,78,9360,NA,Regular,Level,Inside lot,Gentle,Northwest Ames,Normal,1-family Detached,1 story,6,7,1972,2006,Hip,Composite Shingle,Plywood,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,982,179,1161,Average,Y,Standard Circuit Breakers & Romex,1381,0,1381,1,0,1,1,3,1,Good,5,Typical Functionality,1,Average,Attached to home,1972,Rough Finished,2,676,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,197500
951,1-STORY 1946 & NEWER,Resid Low Density,60,7200,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,5,8,1950,2002,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,398,317,864,Good,Y,Standard Circuit Breakers & Romex,864,0,864,1,0,1,0,3,1,Good,5,Typical Functionality,0,No Fireplace,Detached from home,1980,Rough Finished,2,720,Average,Average,Paved ,194,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,129000
952,1-STORY 1946 & NEWER,Resid High Density,60,7800,NA,Regular,Level,Corner lot,Gentle,Sawyer West,Normal,1-family Detached,1 story,5,5,1965,1965,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,641,187,828,Good,Y,Standard Circuit Breakers & Romex,965,0,965,1,0,1,0,3,1,Average,6,Typical Functionality,0,No Fireplace,Detached from home,1979,Unfinished,1,300,Average,Average,Paved ,421,0,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",119900
953,SPLIT FOYER,Resid Low Density,60,7200,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,Split Foyer,5,8,1972,2003,Gable,Composite Shingle,Wood Shingles,None,0,Average,Good,Cinder Block,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,660,108,768,Good,Y,Standard Circuit Breakers & Romex,768,0,768,0,1,1,0,2,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,1974,Finished,1,396,Average,Average,Paved ,192,0,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,133900
954,2-STORY 1946 & NEWER,Resid Low Density,NA,11075,NA,Slightly irregular,Level,Inside lot,Moderate,Mitchell,Normal,1-family Detached,2 story,5,4,1969,1969,Gable,Composite Shingle,Hard Board,Brick Face,232,Average,Average,Cinder Block,"Typical (80-89"")",Average,Avg Exposure,Avg Living Quarters,562,29,784,Excellent,Y,Standard Circuit Breakers & Romex,1168,800,1968,0,1,2,1,4,1,Average,7,Minor Deductions 2,1,Poor,Attached to home,1969,Rough Finished,2,530,Average,Average,Paved ,305,189,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,172000
956,DUPLEX,Resid High Density,82,7136,NA,Slightly irregular,Hillside,Inside lot,Gentle,Crawford,Normal,Duplex,2 story,6,6,1946,1950,Gable,Composite Shingle,Metal Siding,Brick Face,423,Average,Average,Cinder Block,"Good (90-99"")",Average,No Exposure,Avg Rec Room,484,495,979,Average,N,60 AMP Fuse Box and mostly Romex wiring (Fair),979,979,1958,0,0,2,0,4,2,Average,8,Typical Functionality,0,No Fireplace,Attached to home,1946,Unfinished,2,492,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,145000
957,2-STORY PUD,Resid Med Density,24,1300,NA,Regular,Level,Inside lot,Gentle,Bluestem,Normal,Townhouse End Unit,2 story,6,6,1980,1980,Gable,Composite Shingle,Metal Siding,None,0,Average,Average,Cinder Block,"Good (90-99"")",Average,No Exposure,Avg Living Quarters,285,276,561,Average,Y,Standard Circuit Breakers & Romex,561,668,1229,0,0,1,1,2,1,Average,5,Typical Functionality,1,Average,Attached to home,1980,Finished,2,462,Average,Average,Paved ,150,0,0,0,0,0,No Pool,Good Privacy,Warranty Deed - Conventional,Normal Sale,124000
958,1-STORY 1946 & NEWER,Resid Low Density,70,7420,NA,Regular,Level,Inside lot,Gentle,Sawyer,Normal,1-family Detached,1 story,5,5,1962,1962,Hip,Composite Shingle,Metal Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Rec Room,417,640,1057,Average,Y,Standard Circuit Breakers & Romex,1057,0,1057,0,0,1,0,3,1,Average,6,Typical Functionality,0,No Fireplace,Detached from home,1977,Finished,2,576,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,132000
959,1-STORY 1946 & NEWER,Resid Low Density,65,8450,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,1 story,7,5,2003,2003,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,Min Exposure,Good Living Quarters,699,638,1337,Excellent,Y,Standard Circuit Breakers & Romex,1337,0,1337,1,0,2,0,3,1,Good,6,Typical Functionality,0,No Fireplace,Attached to home,2003,Rough Finished,2,531,Average,Average,Paved ,0,39,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,185000
960,2-STORY PUD,Floating Village Resid,24,2572,NA,Regular,Level,Frontage on 2 sides,Gentle,Somerset,Normal,Townhouse,2 story,7,5,1999,1999,Hip,Composite Shingle,Metal Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Avg Living Quarters,604,92,696,Excellent,Y,Standard Circuit Breakers & Romex,696,720,1416,1,0,2,1,3,1,Good,6,Typical Functionality,0,No Fireplace,Detached from home,1999,Unfinished,2,484,Average,Average,Paved ,0,44,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,155000
961,1-STORY 1946 & NEWER,Resid Low Density,50,7207,NA,Slightly irregular,Level,Inside lot,Gentle,Brookside,Normal,1-family Detached,1 story,5,7,1958,2008,Gable,Composite Shingle,Wood Siding,None,0,Average,Good,Cinder Block,"Typical (80-89"")",Average,Good Exposure,Below Avg Living Quarters,696,162,858,Good,Y,Standard Circuit Breakers & Romex,858,0,858,1,0,1,0,2,1,Average,4,Typical Functionality,0,No Fireplace,No Garage,NA,No Garage,0,0,No Garage,No Garage,Paved ,117,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,116500
962,2-STORY 1946 & NEWER,Resid Low Density,NA,12227,NA,Slightly irregular,Level,Corner lot,Gentle,Northwest Ames,Near Pos Feature,1-family Detached,2 story,6,7,1977,1995,Gable,Composite Shingle,Hard Board,Brick Face,424,Average,Good,Cinder Block,"Good (90-99"")",Good,No Exposure,Avg Living Quarters,896,434,1330,Average,Y,Standard Circuit Breakers & Romex,1542,1330,2872,1,0,2,1,4,1,Average,11,Typical Functionality,1,Average,Attached to home,1977,Finished,2,619,Average,Average,Paved ,550,282,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,272000
963,2-STORY PUD,Resid Low Density,24,2308,NA,Regular,Level,Corner lot,Gentle,Northpark Villa,Normal,Townhouse End Unit,2 story,6,6,1976,1976,Gable,Composite Shingle,Plywood,None,0,Average,Average,Cinder Block,"Good (90-99"")",Average,No Exposure,Avg Living Quarters,556,248,804,Average,Y,Standard Circuit Breakers & Romex,804,744,1548,1,0,2,1,3,1,Good,7,Typical Functionality,1,Average,Detached from home,1976,Unfinished,2,440,Average,Average,Paved ,48,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,155000
