Id,Dwelling Type,Lot Frontage,Lot Area,Alley,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,Basement Area,1st Floor Area,2nd Floor Area,Living Area Above Grade,Basement Full Baths,Basement Half baths,Full Baths Above Grade,Half Baths Above Grade,Bedrooms Above Grade,Kitchens Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Yr Built,Garage Finish,Garage Cars,Wood Deck Area,Open Porch Area,Enclosed Porch Area,3 Season Porch Area,Screen Porch Area,Pool Area,Sale Condition,Sale Price
790,2-STORY 1946 & NEWER,,12205,,Depression,Clear Creek,Normal,6,8,1966,157.0,568,264,832,976,1111,2087,0,0,2,1,5,1,Good,9,0,1966.0,Finished,2,133,168,0,0,0,0,Normal Sale,187500
791,1-STORY PUD,43.0,3182,,Level,Bloomington Heights,Normal,7,5,2005,11.0,16,1129,1145,1145,0,1145,0,0,2,0,2,1,Good,5,1,2005.0,Finished,2,100,16,0,0,0,0,Normal Sale,160200
792,SPLIT OR MULTI-LEVEL,,11333,,Level,Mitchell,Normal,6,5,1976,0.0,539,490,1029,1062,0,1062,1,0,1,0,3,1,Average,5,2,1976.0,Rough Finished,2,120,0,0,0,0,0,Normal Sale,146800
793,2-STORY 1946 & NEWER,92.0,9920,,Level,Northridge,Normal,7,5,1996,0.0,862,255,1117,1127,886,2013,1,0,2,1,3,1,Average,8,1,1997.0,Unfinished,2,180,130,0,0,0,0,Normal Sale,269790
794,1-STORY 1946 & NEWER,76.0,9158,,Level,Somerset,Normal,8,5,2007,140.0,0,1496,1496,1496,0,1496,0,0,2,0,3,1,Good,7,0,2007.0,Finished,2,168,130,0,0,0,0,Home was not completed when last assessed (associated with New Homes),225000
795,2-STORY 1946 & NEWER,,10832,,Level,Gilbert,Normal,7,5,1994,0.0,0,712,712,1086,809,1895,0,0,2,1,3,1,Good,7,1,1994.0,Finished,2,143,46,0,0,0,0,Normal Sale,194500
796,2-STORY 1946 & NEWER,70.0,8400,,Level,Sawyer West,Normal,6,6,1980,130.0,0,650,650,888,676,1564,0,0,2,1,3,1,Average,7,1,1980.0,Unfinished,2,0,50,0,0,204,0,Normal Sale,171000
797,1-STORY 1946 & NEWER,71.0,8197,,Level,Sawyer,Normal,6,5,1977,148.0,0,660,660,1285,0,1285,0,0,1,1,3,1,Average,7,1,1977.0,Rough Finished,2,138,0,0,0,0,0,Normal Sale,143500
798,1-STORY 1946 & NEWER,57.0,7677,,Level,North Ames,Normal,5,5,1953,0.0,570,203,773,773,0,773,0,0,1,0,2,1,Average,4,0,1953.0,Unfinished,1,0,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",110000
799,2-STORY 1946 & NEWER,104.0,13518,,Level,Northridge Heights,Normal,9,5,2008,860.0,0,1926,1926,1966,1174,3140,0,0,3,1,4,1,Excellent,11,2,2009.0,Finished,3,144,78,0,0,0,0,Home was not completed when last assessed (associated with New Homes),485000
800,1-1/2 STORY ALL AGES,60.0,7200,,Level,South & West of Iowa State,Adjacent Feeder St,5,7,1937,252.0,569,162,731,981,787,1768,1,0,1,1,3,1,Good,7,2,1939.0,Unfinished,1,0,0,264,0,0,0,Normal Sale,175000
801,2-STORY 1946 & NEWER,79.0,12798,,Hillside,Clear Creek,Adjacent Feeder St,6,5,1997,0.0,462,154,616,616,1072,1688,1,0,2,1,4,1,Good,8,0,1997.0,Rough Finished,2,403,114,185,0,0,0,Normal Sale,200000
802,1-STORY 1945 & OLDER,40.0,4800,,Level,Iowa DOT and Rail Road,Normal,4,7,1916,0.0,197,999,1196,1196,0,1196,1,0,1,0,2,1,Average,5,0,1957.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,109900
803,2-STORY 1946 & NEWER,63.0,8199,,Level,College Creek,Normal,7,5,2005,0.0,648,80,728,728,728,1456,1,0,2,1,3,1,Good,7,1,2005.0,Finished,2,36,18,0,0,0,0,Normal Sale,189000
805,1-STORY 1946 & NEWER,75.0,9000,,Level,North Ames,Normal,5,5,1954,0.0,812,124,936,1128,0,1128,0,0,1,0,2,1,Average,5,0,1954.0,Unfinished,1,0,0,0,0,0,0,Sale between family members,118000
806,1-STORY 1946 & NEWER,91.0,12274,,Level,Somerset,Normal,7,5,2008,256.0,0,1417,1417,1428,0,1428,0,0,2,0,3,1,Excellent,6,0,2008.0,Rough Finished,2,0,60,0,0,0,0,Home was not completed when last assessed (associated with New Homes),227680
807,SPLIT OR MULTI-LEVEL,75.0,9750,,Level,North Ames,Normal,5,5,1967,0.0,400,100,980,980,0,980,0,0,2,0,3,1,Average,6,0,1967.0,Finished,1,68,0,0,0,0,0,Normal Sale,135500
808,2-STORY 1945 & OLDER,144.0,21384,,Level,Brookside,Normal,5,6,1923,0.0,1309,15,1324,1072,504,1576,2,0,1,1,3,1,Good,6,1,1923.0,Rough Finished,2,0,312,0,0,0,0,Normal Sale,223500
809,SPLIT OR MULTI-LEVEL,85.0,13400,,Level,North Ames,Normal,5,5,1966,1047.0,516,380,1024,1086,0,1086,1,0,1,0,3,1,Average,6,1,1966.0,Rough Finished,2,0,0,0,0,0,0,Normal Sale,159950
810,2-1/2 STORY ALL AGES,90.0,8100,,Level,Old Town,Normal,5,5,1898,0.0,0,849,849,1075,1063,2138,0,0,2,0,2,3,Average,11,0,1910.0,Unfinished,2,40,156,0,0,0,0,Normal Sale,106000
811,1-STORY 1946 & NEWER,78.0,10140,,Level,Northwest Ames,Normal,6,6,1974,99.0,663,0,1040,1309,0,1309,1,0,1,1,3,1,Good,5,1,1974.0,Rough Finished,2,265,0,0,0,0,648,Normal Sale,181000
812,1-STORY PUD,,4438,,Level,College Creek,Normal,6,5,2004,169.0,662,186,848,848,0,848,1,0,1,0,1,1,Good,4,1,2004.0,Finished,2,140,0,0,0,0,0,Normal Sale,144500
813,1-STORY 1946 & NEWER,66.0,8712,,Banked,Iowa DOT and Rail Road,Normal,5,5,1952,0.0,0,540,540,1044,0,1044,0,0,1,0,2,1,Fair,4,0,1952.0,Unfinished,2,0,0,0,0,0,0,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",55993
814,1-STORY 1946 & NEWER,75.0,9750,,Level,North Ames,Normal,6,6,1958,243.0,608,834,1442,1442,0,1442,0,0,1,1,4,1,Average,7,0,1958.0,Rough Finished,1,0,0,275,0,0,0,Normal Sale,157900
815,1-1/2 STORY ALL AGES,45.0,8248,Grvl,Level,Edwards,Normal,5,7,1918,0.0,0,686,686,686,564,1250,0,1,1,1,3,1,Fair,7,0,1955.0,Unfinished,1,207,0,96,0,0,0,Normal Sale,116000
816,1-STORY 1946 & NEWER,48.0,12137,,Level,College Creek,Normal,7,5,1998,442.0,0,1649,1649,1661,0,1661,0,0,2,0,3,1,Good,6,0,1998.0,Rough Finished,2,0,34,0,0,0,0,Normal Sale,224900
817,1-STORY 1946 & NEWER,,11425,,Level,North Ames,Normal,5,6,1954,0.0,486,522,1008,1008,0,1008,0,0,1,0,2,1,Average,4,1,1954.0,Rough Finished,1,0,0,120,0,0,0,Normal Sale,137000
818,1-STORY 1946 & NEWER,,13265,,Level,Mitchell,Normal,8,5,2002,148.0,1218,350,1568,1689,0,1689,1,0,2,0,3,1,Good,7,2,2002.0,Rough Finished,3,150,59,0,0,0,0,Normal Sale,271000
819,SPLIT OR MULTI-LEVEL,80.0,8816,,Level,Clear Creek,Normal,6,7,1971,80.0,504,506,1010,1052,0,1052,1,0,1,0,3,1,Average,6,0,1971.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,155000
820,1-STORY PUD,44.0,6371,,Level,Northridge Heights,Normal,7,5,2009,128.0,733,625,1358,1358,0,1358,1,0,2,0,2,1,Good,6,1,2010.0,Rough Finished,2,192,35,0,0,0,0,Home was not completed when last assessed (associated with New Homes),224000
821,2-STORY 1946 & NEWER,72.0,7226,,Level,College Creek,Normal,7,5,2003,0.0,0,798,798,798,842,1640,0,0,2,1,3,1,Good,6,0,2003.0,Rough Finished,2,0,45,0,0,0,0,Normal Sale,183000
822,1-STORY 1946 & NEWER,60.0,6000,Pave,Banked,Old Town,Normal,4,4,1953,0.0,0,936,936,936,0,936,0,0,1,0,2,1,Average,4,0,1974.0,Unfinished,2,0,32,112,0,0,0,Normal Sale,93000
823,2-STORY 1946 & NEWER,,12394,,Level,Gilbert,Normal,7,5,2003,0.0,0,847,847,847,886,1733,0,0,2,1,3,1,Good,7,1,2003.0,Finished,2,100,48,0,0,0,0,Sale between family members,225000
824,1-1/2 STORY ALL AGES,60.0,9900,,Level,South & West of Iowa State,Normal,6,7,1940,0.0,0,778,778,944,545,1489,0,0,2,0,3,1,Average,7,1,1940.0,Unfinished,1,335,0,0,0,0,0,Normal Sale,139500
825,1-STORY 1946 & NEWER,81.0,11216,,Level,Somerset,Normal,8,5,2006,0.0,0,1489,1489,1489,0,1489,0,0,2,0,3,1,Good,7,1,2006.0,Rough Finished,2,0,140,0,0,0,0,Home was not completed when last assessed (associated with New Homes),232600
826,1-STORY 1946 & NEWER,114.0,14803,,Level,Northridge Heights,Near Pos Feature,10,5,2007,816.0,1636,442,2078,2084,0,2084,1,0,2,0,2,1,Excellent,7,1,2007.0,Finished,3,188,45,0,0,0,0,Home was not completed when last assessed (associated with New Homes),385000
828,1-STORY 1946 & NEWER,65.0,8529,,Level,Sawyer West,Normal,7,5,2001,0.0,20,1434,1454,1434,0,1434,0,0,2,0,3,1,Good,6,1,2001.0,Rough Finished,2,290,39,0,0,0,0,Normal Sale,189000
829,2-STORY 1946 & NEWER,,28698,,Depression,Clear Creek,Normal,5,5,1967,0.0,249,0,1013,1160,966,2126,0,1,2,1,3,1,Average,7,0,1967.0,Finished,2,486,0,0,0,225,0,"Abnormal Sale -  trade, foreclosure, short sale",185000
830,2-STORY PUD,24.0,2544,Pave,Level,Somerset,Normal,7,5,2005,0.0,0,600,600,520,623,1223,0,0,2,1,2,1,Good,4,0,2005.0,Rough Finished,2,0,166,0,0,0,0,Normal Sale,147400
831,1-STORY 1946 & NEWER,80.0,11900,,Level,North Ames,Normal,6,5,1957,387.0,1040,352,1392,1392,0,1392,1,0,1,1,3,1,Average,6,2,1957.0,Rough Finished,2,0,0,0,0,192,0,Normal Sale,166000
832,2-STORY PUD,30.0,3180,Pave,Level,Somerset,Normal,7,5,2005,0.0,0,600,600,520,600,1200,0,0,2,1,2,1,Good,4,0,2005.0,Rough Finished,2,0,166,0,0,0,0,Normal Sale,151000
833,2-STORY 1946 & NEWER,44.0,9548,,Level,College Creek,Normal,7,6,2003,223.0,483,458,941,941,888,1829,1,0,2,1,3,1,Good,7,1,2003.0,Rough Finished,2,192,39,0,0,0,0,Normal Sale,237000
834,1-STORY 1946 & NEWER,100.0,10004,,Level,North Ames,Normal,6,6,1964,180.0,196,975,1516,1516,0,1516,0,0,1,1,3,1,Average,6,0,1964.0,Rough Finished,2,0,0,0,0,152,0,Normal Sale,167000
835,1-STORY 1946 & NEWER,75.0,7875,,Level,North Ames,Normal,5,6,1961,136.0,572,572,1144,1144,0,1144,1,0,1,0,3,1,Average,6,0,1961.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,139950
836,1-STORY 1946 & NEWER,60.0,9600,,Level,Sawyer,Normal,4,7,1950,0.0,442,625,1067,1067,0,1067,0,0,2,0,2,1,Good,4,0,1996.0,Unfinished,2,290,0,0,0,0,0,Normal Sale,128000
837,1-STORY 1945 & OLDER,90.0,8100,Pave,Level,Old Town,Normal,5,6,1948,0.0,338,1221,1559,1559,0,1559,1,0,1,0,2,1,Average,5,0,1948.0,Unfinished,2,0,116,230,0,0,0,Normal Sale,153500
838,2-STORY PUD,21.0,1680,,Level,Briardale,Normal,6,5,1973,158.0,330,153,483,483,504,987,1,0,1,1,2,1,Average,5,0,1973.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,100000
839,1-STORY 1946 & NEWER,75.0,9525,,Level,College Creek,Normal,5,6,1995,0.0,0,1099,1099,1099,0,1099,0,0,1,1,3,1,Good,6,0,1999.0,Unfinished,1,278,0,0,0,0,0,Normal Sale,144000
840,1-1/2 STORY ALL AGES,70.0,11767,,Level,Edwards,Normal,5,6,1946,0.0,352,416,768,768,432,1200,0,0,1,0,3,1,Average,6,0,1946.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,130500
841,2-STORY 1945 & OLDER,,12155,,Level,South & West of Iowa State,Normal,6,8,1925,0.0,156,516,672,810,672,1482,0,0,2,0,4,1,Fair,7,0,1934.0,Unfinished,1,0,0,254,0,0,0,Normal Sale,140000
842,2-STORY 1945 & OLDER,60.0,10440,Grvl,Level,Old Town,Normal,5,8,1904,0.0,0,650,650,958,581,1539,0,0,2,0,3,1,Good,8,1,1983.0,Unfinished,2,70,78,68,0,0,0,Normal Sale,157500
843,SPLIT OR MULTI-LEVEL,82.0,9020,,Level,North Ames,Normal,6,7,1966,183.0,312,276,1127,1165,0,1165,1,0,1,1,3,1,Average,6,0,1966.0,Rough Finished,2,0,129,0,0,0,0,Normal Sale,174900
844,DUPLEX,80.0,8000,,Level,North Ames,Adjacent Arterial St,5,4,1961,0.0,0,1800,1800,1800,0,1800,0,0,2,0,6,2,Average,10,0,,No Garage,0,0,0,0,0,0,0,Normal Sale,141000
845,1-1/2 STORY ALL AGES,100.0,12665,Grvl,Level,Old Town,Adjacent Arterial St,5,8,1915,0.0,0,876,876,876,540,1416,0,0,1,1,4,1,Average,7,1,1949.0,Unfinished,3,418,0,194,0,0,0,Normal Sale,153900
846,SPLIT FOYER,,16647,,Level,Sawyer,Adjacent Railroad,5,5,1975,0.0,1390,0,1390,1701,0,1701,1,0,2,0,3,1,Average,6,2,1975.0,Finished,2,0,0,0,0,0,0,Normal Sale,171000
847,2-STORY 1946 & NEWER,75.0,9317,,Level,Sawyer West,Normal,7,5,1993,137.0,513,227,740,1006,769,1775,1,0,2,1,3,1,Good,7,1,1993.0,Unfinished,2,234,72,192,0,0,0,Normal Sale,213000
848,1-STORY 1946 & NEWER,36.0,15523,,Level,College Creek,Normal,5,6,1972,0.0,460,404,864,864,0,864,1,0,1,0,3,1,Average,5,1,1972.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,133500
849,1-1/2 STORY ALL AGES,75.0,45600,,Banked,Clear Creek,Normal,6,8,1908,0.0,0,907,907,1307,1051,2358,0,0,3,0,5,1,Average,10,1,1908.0,Unfinished,2,486,40,0,0,175,0,Normal Sale,240000
850,SPLIT OR MULTI-LEVEL,80.0,9600,,Level,Veenker,Adjacent Feeder St,6,7,1976,360.0,0,528,528,1094,761,1855,0,0,2,1,3,1,Average,7,1,1976.0,Rough Finished,2,113,100,0,0,0,0,Normal Sale,187000
851,1-STORY PUD,36.0,4435,,Level,College Creek,Normal,6,5,2003,170.0,659,189,848,848,0,848,1,0,1,0,1,1,Good,3,0,2003.0,Finished,2,140,0,0,0,0,0,Normal Sale,131500
852,1-STORY PUD,,3196,,Level,Bloomington Heights,Normal,8,5,2003,40.0,0,1273,1273,1456,0,1456,0,0,2,0,2,1,Good,7,1,2003.0,Finished,2,143,20,0,0,0,0,Normal Sale,215000
853,2-1/2 STORY ALL AGES,53.0,7128,,Level,Crawford,Normal,7,5,1941,0.0,364,554,918,918,728,1646,0,0,2,0,4,1,Average,7,2,1941.0,Unfinished,1,0,0,0,0,126,0,Normal Sale,164000
854,SPLIT OR MULTI-LEVEL,,12095,,Level,North Ames,Normal,6,6,1964,115.0,564,563,1127,1445,0,1445,0,0,1,1,3,1,Average,7,1,1964.0,Rough Finished,2,180,0,0,0,0,0,Normal Sale,158000
855,1-STORY 1946 & NEWER,102.0,17920,,Level,Sawyer,Normal,5,4,1955,0.0,306,372,1763,1779,0,1779,1,0,1,1,3,1,Average,6,1,1955.0,Unfinished,2,0,418,0,0,312,0,"Abnormal Sale -  trade, foreclosure, short sale",170000
856,1-STORY 1946 & NEWER,,6897,,Level,Sawyer,Normal,5,8,1962,0.0,659,381,1040,1040,0,1040,1,0,1,1,3,1,Average,6,0,1962.0,Unfinished,1,0,104,0,0,0,0,Normal Sale,127000
857,SPLIT OR MULTI-LEVEL,,10970,,Depression,College Creek,Normal,6,6,1978,0.0,505,0,940,1026,0,1026,1,0,1,0,3,1,Average,5,0,1981.0,Unfinished,2,0,0,34,0,0,0,Normal Sale,147000
858,2-STORY 1946 & NEWER,65.0,8125,,Level,Gilbert,Normal,6,5,1994,0.0,0,702,702,702,779,1481,0,0,2,1,3,1,Average,6,1,1994.0,Finished,2,0,36,0,0,0,0,Normal Sale,174000
859,1-STORY 1946 & NEWER,80.0,10400,,Level,Northwest Ames,Normal,7,5,1976,189.0,0,1090,1090,1370,0,1370,0,0,2,0,3,1,Average,6,1,1976.0,Rough Finished,2,0,0,0,0,0,0,Sale between family members,152000
860,2-STORY 1946 & NEWER,,11029,,Level,Northwest Ames,Adjacent Pos Feature,6,7,1968,220.0,619,435,1054,1512,1142,2654,1,0,2,1,4,1,Good,9,1,1968.0,Unfinished,2,0,65,0,0,222,0,Normal Sale,250000
861,1-1/2 STORY ALL AGES,55.0,7642,,Level,Crawford,Normal,7,8,1918,0.0,0,912,912,912,514,1426,0,0,1,1,3,1,Good,7,1,1925.0,Unfinished,1,0,240,0,0,0,0,Normal Sale,189950
862,2 FAMILY CONVERSION,75.0,11625,,Level,Sawyer,Normal,5,4,1965,0.0,841,198,1039,1039,0,1039,1,0,1,1,3,1,Average,6,0,1965.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,131500
863,1-STORY 1946 & NEWER,81.0,9672,,Level,Sawyer West,Normal,6,5,1984,0.0,338,702,1040,1097,0,1097,0,0,2,0,3,1,Average,6,0,1986.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,152000
864,1-STORY 1946 & NEWER,70.0,7931,,Level,North Ames,Normal,5,5,1959,0.0,1148,0,1148,1148,0,1148,1,0,1,0,3,1,Average,6,0,1959.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,132500
865,1-STORY 1946 & NEWER,72.0,8640,,Level,Somerset,Normal,7,5,2007,0.0,0,1372,1372,1372,0,1372,0,0,2,0,3,1,Good,6,0,2008.0,Finished,2,0,140,0,0,0,0,Home was not completed when last assessed (associated with New Homes),250580
866,1-STORY 1946 & NEWER,,8750,,Level,North Ames,Normal,5,6,1970,76.0,828,174,1002,1002,0,1002,1,0,1,0,3,1,Average,5,0,1973.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,148500
867,1-STORY 1946 & NEWER,67.0,10656,,Hillside,Timberland,Normal,8,5,2006,274.0,0,1638,1638,1646,0,1646,0,0,2,0,3,1,Good,6,1,2007.0,Rough Finished,3,192,80,0,0,0,0,Home was not completed when last assessed (associated with New Homes),248900
868,1-STORY 1946 & NEWER,85.0,6970,,Level,Sawyer,Adjacent Feeder St,4,5,1961,0.0,932,108,1040,1120,0,1120,1,0,1,1,3,1,Fair,5,0,1961.0,Rough Finished,2,168,0,0,0,0,0,Normal Sale,129000
869,2-STORY 1946 & NEWER,,14762,,Level,Gilbert,Adjacent Feeder St,5,6,1948,0.0,0,0,0,1547,720,2320,0,0,2,0,2,1,Average,7,1,1979.0,Unfinished,2,120,144,0,0,0,0,Normal Sale,169000
870,2-STORY 1946 & NEWER,80.0,9938,,Level,Sawyer West,Normal,7,5,1993,246.0,750,300,1050,1062,887,1949,1,0,2,1,3,1,Good,8,1,1993.0,Finished,2,156,90,0,0,0,0,Normal Sale,236000
871,1-STORY 1946 & NEWER,60.0,6600,,Level,North Ames,Near Pos Feature,5,5,1962,0.0,0,894,894,894,0,894,0,0,1,0,2,1,Average,5,0,1962.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,109500
872,2-STORY 1946 & NEWER,70.0,8750,,Level,College Creek,Normal,6,5,1998,116.0,505,299,804,804,878,1682,0,0,2,1,3,1,Good,7,0,1998.0,Rough Finished,2,0,77,0,0,0,0,Normal Sale,200500
873,1-STORY 1946 & NEWER,74.0,8892,,Level,North Ames,Normal,5,7,1953,0.0,0,105,105,910,0,910,0,0,1,0,3,1,Good,5,0,1953.0,Unfinished,2,196,0,150,0,0,0,Normal Sale,116000
875,1-1/2 STORY ALL AGES,52.0,5720,,Level,Old Town,Adjacent Arterial St,5,6,1941,0.0,0,676,676,676,455,1131,0,0,1,1,3,1,Average,5,0,1941.0,Unfinished,1,26,0,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",66500
876,2-STORY 1946 & NEWER,75.0,9000,,Level,Somerset,Normal,8,5,2007,0.0,64,1120,1184,1184,1426,2610,0,0,2,1,4,1,Excellent,11,1,2007.0,Finished,2,208,364,0,0,0,0,Home was not completed when last assessed (associated with New Homes),303477
877,1-STORY 1946 & NEWER,94.0,25286,,Hillside,Mitchell,Normal,4,5,1963,0.0,633,431,1064,1040,0,1040,1,0,1,0,3,1,Average,5,0,1963.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,132250
878,2-STORY 1946 & NEWER,74.0,8834,,Level,Northridge Heights,Normal,9,5,2004,216.0,1170,292,1462,1462,762,2224,1,0,2,1,4,1,Excellent,10,1,2004.0,Finished,3,184,0,0,0,0,0,Normal Sale,350000
879,SPLIT FOYER,88.0,11782,,Level,Sawyer,Normal,5,7,1961,0.0,899,210,1109,1155,0,1155,1,0,1,0,3,1,Good,6,0,1987.0,Unfinished,2,192,0,0,0,0,0,Normal Sale,148000
880,1-STORY 1946 & NEWER,,7000,,Level,College Creek,Normal,5,8,1978,90.0,646,218,864,864,0,864,1,0,1,0,3,1,Average,6,0,1978.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,136500
881,1-STORY 1946 & NEWER,60.0,7024,,Level,Edwards,Normal,5,5,2005,0.0,980,110,1090,1090,0,1090,1,0,1,1,2,1,Average,5,0,2005.0,Finished,2,0,49,0,0,0,0,Normal Sale,157000
882,1-1/2 STORY ALL AGES,44.0,13758,,Level,Timberland,Normal,7,5,1990,117.0,902,254,1156,1187,530,1717,0,0,2,1,3,1,Good,7,1,1990.0,Rough Finished,2,168,36,0,0,0,0,Normal Sale,187500
883,2-STORY 1946 & NEWER,,9636,,Level,Gilbert,Normal,6,5,1992,0.0,0,808,808,808,785,1593,0,0,2,1,3,1,Average,7,1,1993.0,Rough Finished,2,342,40,0,0,0,0,Normal Sale,178000
884,2-1/2 STORY ALL AGES,60.0,6204,,Banked,South & West of Iowa State,Normal,4,5,1912,0.0,0,795,795,954,795,2230,1,0,1,0,5,1,Average,10,0,1997.0,Unfinished,1,0,188,0,0,0,0,Normal Sale,118500
885,1-STORY 1946 & NEWER,65.0,7150,,Level,North Ames,Normal,5,5,1967,60.0,432,460,892,892,0,892,0,0,1,0,3,1,Average,5,0,1967.0,Rough Finished,1,0,0,0,0,0,0,Normal Sale,100000
886,1-STORY PUD,50.0,5119,,Level,Somerset,Normal,9,5,1999,60.0,1238,460,1698,1709,0,1709,1,0,2,0,2,1,Good,5,1,1999.0,Finished,2,97,65,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",328900
887,DUPLEX,70.0,8393,,Level,North Ames,Normal,5,5,1959,122.0,528,1098,1626,1712,0,1712,0,0,2,0,4,2,Average,8,0,2005.0,Finished,2,272,54,0,0,0,0,Sale between family members,145000
888,1-1/2 STORY ALL AGES,59.0,16466,,Level,Edwards,Normal,5,7,1955,0.0,0,816,816,872,521,1393,0,0,1,1,3,1,Average,8,0,1955.0,Unfinished,1,121,0,0,0,265,0,Normal Sale,135500
889,1-STORY 1946 & NEWER,95.0,15865,,Level,North Ames,Normal,8,6,1970,0.0,351,1043,2217,2217,0,2217,1,0,2,0,4,1,Good,8,1,1970.0,Unfinished,2,81,207,0,0,224,0,Normal Sale,268000
890,1-STORY 1946 & NEWER,128.0,12160,,Level,North Ames,Adjacent Feeder St,6,4,1953,90.0,1024,481,1505,1505,0,1505,1,0,1,0,2,1,Average,6,1,1953.0,Rough Finished,2,0,0,0,162,0,0,Normal Sale,149500
891,1-1/2 STORY ALL AGES,60.0,8064,,Level,North Ames,Adjacent Arterial St,5,7,1949,0.0,0,672,672,672,252,924,0,0,1,0,3,1,Average,6,1,2003.0,Unfinished,2,0,0,0,0,0,0,Normal Sale,122900
892,2-STORY 1946 & NEWER,70.0,11184,,Level,Sawyer,Normal,6,5,1978,92.0,226,192,918,918,765,1683,0,0,2,1,3,1,Average,7,1,1978.0,Rough Finished,2,243,0,0,0,0,0,Normal Sale,172500
893,1-STORY 1946 & NEWER,70.0,8414,,Level,Sawyer,Normal,6,8,1963,0.0,663,396,1059,1068,0,1068,0,1,1,0,3,1,Average,6,0,1963.0,Rough Finished,1,192,0,0,0,0,0,Normal Sale,154500
894,1-STORY 1946 & NEWER,,13284,,Level,Sawyer,Near Pos Feature,5,5,1954,0.0,1064,319,1383,1383,0,1383,1,0,1,0,3,1,Average,6,1,1954.0,Unfinished,1,511,116,0,0,0,0,Normal Sale,165000
895,DUPLEX,64.0,7018,,Banked,Sawyer West,Normal,5,5,1979,0.0,0,0,0,1535,0,1535,0,0,2,0,4,2,Average,8,0,1979.0,Unfinished,2,0,0,0,0,0,0,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",118858
896,2-STORY 1946 & NEWER,71.0,7056,,Level,North Ames,Normal,6,5,1963,415.0,400,380,780,983,813,1796,1,0,1,1,4,1,Average,8,1,1963.0,Rough Finished,2,0,50,0,0,0,0,Normal Sale,140000
897,1-STORY 1945 & OLDER,50.0,8765,Grvl,Level,Iowa DOT and Rail Road,Normal,4,6,1936,0.0,285,666,951,951,0,951,0,0,1,0,2,1,Average,6,0,1936.0,Unfinished,1,0,28,0,0,0,0,"Abnormal Sale -  trade, foreclosure, short sale",106500
898,DUPLEX,64.0,7018,,Level,Sawyer West,Adjacent Feeder St,5,5,1979,0.0,0,0,0,1120,1120,2240,0,0,2,0,6,2,Average,12,0,1979.0,Unfinished,2,154,0,0,0,0,0,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",142953
900,1-STORY 1946 & NEWER,65.0,6993,,Level,Sawyer,Adjacent Feeder St,5,7,1961,0.0,465,447,912,1236,0,1236,0,0,1,0,3,1,Average,6,1,1961.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,135000
901,1-STORY 1946 & NEWER,,7340,,Level,North Ames,Normal,4,6,1971,0.0,322,536,858,858,0,858,0,0,1,0,2,1,Average,4,0,1979.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,110000
902,1-STORY 1946 & NEWER,64.0,8712,,Level,North Ames,Normal,5,7,1957,0.0,860,132,992,1306,0,1306,1,0,1,0,2,1,Average,5,0,1968.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,153000
903,2-STORY 1946 & NEWER,63.0,7875,,Level,Gilbert,Normal,7,5,2003,0.0,0,783,783,807,702,1509,0,0,2,1,3,1,Good,8,1,2003.0,Finished,2,0,75,0,0,0,0,Normal Sale,180000
904,1-STORY 1946 & NEWER,50.0,14859,,Hillside,Gilbert,Normal,7,5,2006,27.0,0,1670,1670,1670,0,1670,0,0,2,0,3,1,Good,7,1,2006.0,Rough Finished,3,144,60,0,0,0,0,Home was not completed when last assessed (associated with New Homes),240000
905,1-STORY 1946 & NEWER,,6173,,Level,Sawyer,Normal,5,6,1967,75.0,599,277,876,902,0,902,0,0,1,0,3,1,Average,6,0,1967.0,Unfinished,1,0,0,0,0,0,0,Normal Sale,125500
906,1-STORY 1946 & NEWER,80.0,9920,,Level,North Ames,Normal,5,5,1954,110.0,354,412,1056,1063,0,1063,1,0,1,0,3,1,Average,6,0,1954.0,Rough Finished,1,0,0,164,0,0,0,Normal Sale,128000
